,0,1,2,3,4,5,6,7,8
0,0.0005559526646016996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0022482014388489208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.029328018223234623,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0045202164009111616,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0020999430523917996,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.002341230463904738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0022067198177676537,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.00021706772513024064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.002542793351525676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.00012403870007442322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.019536095261721658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.00013954353758372613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0027753659141652193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0038967043127930783,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.004583952584740452,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.020503896496935764,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.015488746038283166,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.08415850448546923,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0017832375668714088,0.0,0.0,0.0,0.0,0.0
19,0.0,0.000790746712974448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.03207989710221684,0.0,0.0,0.0
21,0.0,6.201935003721161e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.00020156288762093773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.019589234873851773,0.0,0.0,0.0,0.0
24,0.0,6.201935003721161e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283938123463929,0.0
26,0.0,0.0,0.0,0.0009906875371507827,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.05930274350065892,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.10531890746765529,0.0,0.0,0.0
29,0.0,0.007457826841974696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.018668956255641415,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.014841970387243737,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.00014236902050113895,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0002641833432402087,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0005694760820045558,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.00037602736046699016,0.0,0.0,0.0,0.0
36,0.0,0.03491689407095014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.011161746251898818,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.004947323462414579,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0010743638870485434,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0027078792682121394,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0012093773257256264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0013954353758372613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0005550880083084141,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0016951764524580058,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010734422437472893,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10994650860199509,0.0
47,0.0,0.003054452989332672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.00015504837509302903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0014236902050113896,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.025997364322511082,0.0,0.0
51,0.0,0.0026668320516000993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.00035661126271396674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.009411436368146862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.00012403870007442322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0014884644008930786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.00040312577524187547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.006481022078888613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.002434259488960556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.017024311585214585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.005349168940709501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.002170677251302406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.011892210369635326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.00023257256263954353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.00031009675018605807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
