,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,2.966225811355454e-05,0.0,3.7077822641943173e-06,3.7077822641943173e-06,8.527899207646931e-05,7.415564528388635e-06,3.7077822641943173e-06,1.483112905677727e-05,0.0,2.2246693585165904e-05,2.966225811355454e-05,0.0,1.1123346792582952e-05,1.853891132097159e-05,1.483112905677727e-05,0.0001075256856616352,1.483112905677727e-05,3.707782264194318e-05,5.1908951698720446e-05,1.853891132097159e-05,3.7077822641943173e-06,0.0,1.1123346792582952e-05,5.561673396291476e-05,1.483112905677727e-05,0.0,0.00018538911320971588,3.3370040377748854e-05,4.8201169434526124e-05,3.7077822641943173e-06,7.415564528388635e-06,1.483112905677727e-05,2.5954475849360223e-05,1.853891132097159e-05,1.1123346792582952e-05,1.853891132097159e-05,1.853891132097159e-05,7.786342754808066e-05,3.7077822641943173e-06,1.483112905677727e-05,0.0,0.001238399276240902,0.0,0.0,2.5954475849360223e-05,1.483112905677727e-05,3.3370040377748854e-05,0.000608076291327868,7.415564528388635e-06,1.1123346792582952e-05,0.0,3.7077822641943173e-06,7.415564528388635e-06,3.7077822641943173e-06,7.415564528388635e-06,1.483112905677727e-05,1.483112905677727e-05,3.7077822641943173e-06,2.966225811355454e-05,2.966225811355454e-05,4.078560490613749e-05,0.0,3.3370040377748854e-05,3.7077822641943173e-06,0.00012235681471841248,7.415564528388635e-06,2.2246693585165904e-05,0.0,0.0,0.00024471362943682495,7.415564528388635e-06
1,0.0023396106087066144,6.674008075549771e-05,3.3370040377748854e-05,9.269455660485794e-05,0.00031516149245651697,7.415564528388635e-06,6.674008075549771e-05,2.2246693585165904e-05,9.269455660485794e-05,0.0,7.044786301969203e-05,4.449338717033181e-05,2.2246693585165904e-05,2.5954475849360223e-05,2.966225811355454e-05,2.5954475849360223e-05,7.415564528388635e-06,2.966225811355454e-05,5.1908951698720446e-05,1.1123346792582952e-05,1.483112905677727e-05,0.0,0.0,3.3370040377748854e-05,0.0,3.7077822641943173e-06,7.415564528388635e-05,0.0009825623000114941,8.157120981227498e-05,0.000152019072831967,7.415564528388635e-06,2.2246693585165904e-05,4.8201169434526124e-05,1.1123346792582952e-05,3.3370040377748854e-05,2.966225811355454e-05,7.415564528388635e-06,6.30322984913034e-05,2.5954475849360223e-05,2.5954475849360223e-05,0.00016314241962454997,3.3370040377748854e-05,0.0,0.0,0.00010381790339744089,0.0,0.00010381790339744089,8.898677434066362e-05,3.7077822641943173e-06,7.415564528388635e-06,7.415564528388635e-05,0.0,1.853891132097159e-05,7.415564528388635e-06,9.269455660485794e-05,1.853891132097159e-05,6.30322984913034e-05,2.5954475849360223e-05,0.0,3.7077822641943173e-06,0.00015572685509616132,4.8201169434526124e-05,5.932451622710908e-05,3.7077822641943173e-06,6.674008075549771e-05,0.00010011012113324657,7.415564528388635e-05,0.00012235681471841248,0.0,5.561673396291476e-05,0.00010381790339744089
2,5.1908951698720446e-05,1.1123346792582952e-05,0.0,0.0,2.5954475849360223e-05,0.0,3.7077822641943173e-06,0.0,0.0,2.966225811355454e-05,0.0,3.7077822641943173e-06,3.7077822641943173e-06,0.0,0.0,7.415564528388635e-06,3.7077822641943173e-06,3.7077822641943173e-06,0.0,3.7077822641943173e-06,0.0,0.0,0.0,0.000689647501140143,6.674008075549771e-05,7.415564528388635e-06,2.966225811355454e-05,5.1908951698720446e-05,1.483112905677727e-05,0.00025954475849360224,0.0,7.415564528388635e-06,3.7077822641943173e-06,2.966225811355454e-05,1.1123346792582952e-05,3.7077822641943173e-06,0.0001928046777381045,3.3370040377748854e-05,0.0,7.044786301969203e-05,0.0012680615343544565,1.1123346792582952e-05,0.0,0.0,0.0,7.415564528388635e-06,0.0015238985105838646,3.7077822641943173e-06,3.7077822641943173e-06,0.0,2.966225811355454e-05,0.0,0.0,3.7077822641943173e-06,1.1123346792582952e-05,0.0,0.0,3.7077822641943173e-06,0.0,0.00015943463736035565,0.007734433803109346,0.0,7.415564528388635e-06,1.1123346792582952e-05,7.415564528388635e-06,0.0,7.415564528388635e-06,2.966225811355454e-05,0.0,3.7077822641943173e-06,1.1123346792582952e-05
3,0.000152019072831967,1.1123346792582952e-05,0.0,3.3370040377748854e-05,0.00011864903245421815,1.853891132097159e-05,7.415564528388635e-06,2.2246693585165904e-05,1.483112905677727e-05,0.00013718794377518974,1.1123346792582952e-05,7.415564528388635e-06,1.483112905677727e-05,1.1123346792582952e-05,1.483112905677727e-05,1.853891132097159e-05,1.483112905677727e-05,3.7077822641943173e-06,2.5954475849360223e-05,1.483112905677727e-05,5.561673396291476e-05,0.0,1.1123346792582952e-05,1.483112905677727e-05,5.932451622710908e-05,2.5954475849360223e-05,3.7077822641943173e-06,3.3370040377748854e-05,1.1123346792582952e-05,4.078560490613749e-05,1.1123346792582952e-05,1.483112905677727e-05,0.00014460350830357838,1.853891132097159e-05,1.483112905677727e-05,7.415564528388635e-06,5.932451622710908e-05,1.853891132097159e-05,3.7077822641943173e-06,0.0,7.044786301969203e-05,1.1123346792582952e-05,1.483112905677727e-05,0.00010381790339744089,0.0,3.7077822641943173e-06,0.002117143672854955,1.1123346792582952e-05,1.483112905677727e-05,4.449338717033181e-05,0.0,5.561673396291476e-05,9.640233886905225e-05,1.483112905677727e-05,1.1123346792582952e-05,1.1123346792582952e-05,7.415564528388635e-06,1.853891132097159e-05,3.7077822641943173e-06,0.0001260645969826068,0.0006859397188759488,7.415564528388635e-06,3.3370040377748854e-05,3.7077822641943173e-06,2.966225811355454e-05,1.853891132097159e-05,1.1123346792582952e-05,1.1123346792582952e-05,0.0,1.483112905677727e-05,1.1123346792582952e-05
4,0.0001483112905677727,0.0004004404845329863,0.0,0.0009566078241621339,7.415564528388635e-06,2.2246693585165904e-05,7.415564528388635e-05,1.483112905677727e-05,3.7077822641943173e-06,3.7077822641943173e-06,1.483112905677727e-05,3.7077822641943173e-06,2.966225811355454e-05,3.7077822641943173e-06,0.0002113435890590761,5.932451622710908e-05,3.707782264194318e-05,2.966225811355454e-05,0.003047797021167729,3.707782264194318e-05,1.1123346792582952e-05,4.449338717033181e-05,1.483112905677727e-05,0.0,3.7077822641943173e-06,4.8201169434526124e-05,0.00018538911320971588,3.707782264194318e-05,5.932451622710908e-05,3.7077822641943173e-06,4.8201169434526124e-05,0.002139390366440121,2.2246693585165904e-05,1.853891132097159e-05,3.7077822641943173e-06,2.2246693585165904e-05,3.7077822641943173e-06,1.483112905677727e-05,1.853891132097159e-05,2.2246693585165904e-05,6.30322984913034e-05,0.0,0.0,3.7077822641943173e-06,1.483112905677727e-05,5.561673396291476e-05,1.1123346792582952e-05,2.5954475849360223e-05,2.5954475849360223e-05,3.7077822641943173e-06,3.7077822641943173e-06,0.0034667764170216867,7.415564528388635e-06,5.1908951698720446e-05,0.0,1.483112905677727e-05,2.2246693585165904e-05,4.078560490613749e-05,3.3370040377748854e-05,0.0,3.3370040377748854e-05,3.3370040377748854e-05,4.078560490613749e-05,1.853891132097159e-05,0.00021875915358746472,0.0018168133094552156,5.561673396291476e-05,8.898677434066362e-05,0.0,1.853891132097159e-05,0.0011419969373718498
5,0.0002372980649084363,1.1123346792582952e-05,0.0,2.2246693585165904e-05,3.707782264194318e-05,0.0,5.561673396291476e-05,1.1123346792582952e-05,1.1123346792582952e-05,7.786342754808066e-05,3.3370040377748854e-05,1.483112905677727e-05,3.7077822641943173e-06,3.7077822641943173e-06,3.7077822641943173e-06,0.0,1.1123346792582952e-05,1.483112905677727e-05,1.483112905677727e-05,1.853891132097159e-05,1.853891132097159e-05,3.7077822641943173e-06,1.1123346792582952e-05,0.0,5.1908951698720446e-05,3.7077822641943173e-06,2.966225811355454e-05,4.078560490613749e-05,7.415564528388635e-06,2.5954475849360223e-05,1.853891132097159e-05,2.2246693585165904e-05,0.00010011012113324657,3.7077822641943173e-06,3.707782264194318e-05,7.415564528388635e-06,2.2246693585165904e-05,1.1123346792582952e-05,2.2246693585165904e-05,1.483112905677727e-05,0.00010011012113324657,0.0,0.0,1.853891132097159e-05,7.415564528388635e-06,0.0,0.0005079661701946215,2.2246693585165904e-05,0.0,0.0,0.0,3.7077822641943173e-06,7.415564528388635e-06,3.7077822641943173e-06,0.0,0.0,3.7077822641943173e-06,3.7077822641943173e-06,0.0,0.00011864903245421815,0.00018168133094552155,3.3370040377748854e-05,5.1908951698720446e-05,0.0,3.7077822641943173e-06,7.415564528388635e-06,7.415564528388635e-06,5.561673396291476e-05,0.0,1.1123346792582952e-05,4.449338717033181e-05
6,0.0002966225811355454,0.0003374081860416829,0.00011123346792582952,0.0002780836698145738,0.00010011012113324657,0.00026696032302199083,0.00020763580679488178,5.561673396291476e-05,0.000304038145663934,0.00011494125019002385,6.30322984913034e-05,2.5954475849360223e-05,8.157120981227498e-05,5.561673396291476e-05,0.00012235681471841248,0.0006525696784981999,0.000233590282644242,0.00012235681471841248,0.0012532304052976792,0.00013348016151099542,0.00022617471811585337,2.5954475849360223e-05,0.00010011012113324657,0.00022617471811585337,0.00016314241962454997,7.044786301969203e-05,0.0012606459698260679,7.044786301969203e-05,0.00035594709736265446,5.932451622710908e-05,0.0007786342754808066,0.0010344712517102147,0.00011123346792582952,0.0002743758875503795,4.449338717033181e-05,9.640233886905225e-05,0.00018538911320971588,0.00018168133094552155,1.483112905677727e-05,0.00017797354868132723,0.00039302492000459763,9.640233886905225e-05,7.415564528388635e-06,6.674008075549771e-05,0.0001668502018887443,0.00022246693585165905,5.561673396291476e-05,0.00013348016151099542,0.00013348016151099542,1.1123346792582952e-05,3.7077822641943173e-06,0.0007675109286882238,3.707782264194318e-05,3.707782264194318e-05,0.00018538911320971588,0.0002113435890590761,0.00021875915358746472,0.0005116739524588158,0.0003485315328342658,8.157120981227498e-05,0.00011494125019002385,0.00017797354868132723,0.00045605721849590106,0.000304038145663934,0.0007600953641598351,0.0006451541139698112,3.3370040377748854e-05,2.966225811355454e-05,7.415564528388635e-06,0.0002780836698145738,0.00020022024226649314
7,8.157120981227498e-05,0.00018538911320971588,8.898677434066362e-05,0.0028549923434296244,2.966225811355454e-05,2.966225811355454e-05,0.00020022024226649314,4.449338717033181e-05,8.157120981227498e-05,3.7077822641943173e-06,2.966225811355454e-05,1.1123346792582952e-05,1.483112905677727e-05,2.966225811355454e-05,5.932451622710908e-05,0.00014460350830357838,5.932451622710908e-05,5.561673396291476e-05,0.0010900879856731293,2.966225811355454e-05,2.5954475849360223e-05,0.0,2.5954475849360223e-05,3.7077822641943173e-06,1.1123346792582952e-05,3.7077822641943173e-06,0.00028549923434296245,1.853891132097159e-05,5.932451622710908e-05,1.1123346792582952e-05,0.00011864903245421815,0.00034111596830587723,2.2246693585165904e-05,8.527899207646931e-05,1.1123346792582952e-05,9.640233886905225e-05,1.853891132097159e-05,3.707782264194318e-05,7.415564528388635e-06,3.7077822641943173e-06,5.1908951698720446e-05,5.932451622710908e-05,0.0,0.0,3.7077822641943173e-06,1.1123346792582952e-05,3.707782264194318e-05,1.483112905677727e-05,3.7077822641943173e-06,7.415564528388635e-06,7.415564528388635e-06,0.00012235681471841248,7.415564528388635e-06,2.5954475849360223e-05,4.8201169434526124e-05,4.449338717033181e-05,2.5954475849360223e-05,2.5954475849360223e-05,5.561673396291476e-05,0.0,1.483112905677727e-05,2.966225811355454e-05,4.8201169434526124e-05,0.00014089572603938406,0.0001483112905677727,0.00016314241962454997,1.1123346792582952e-05,7.415564528388635e-06,0.0,1.1123346792582952e-05,2.2246693585165904e-05
8,0.0004968428234020386,0.00015572685509616132,3.7077822641943173e-06,0.00031516149245651697,0.0002521291939652136,2.2246693585165904e-05,0.0002521291939652136,3.707782264194318e-05,0.00035594709736265446,3.7077822641943173e-06,0.0,3.7077822641943173e-06,1.1123346792582952e-05,2.2246693585165904e-05,4.8201169434526124e-05,5.932451622710908e-05,0.00010381790339744089,2.966225811355454e-05,0.002413766253990501,0.00011864903245421815,3.3370040377748854e-05,0.0,7.415564528388635e-06,0.0,3.7077822641943173e-06,7.786342754808066e-05,0.0007156019769895033,3.3370040377748854e-05,5.932451622710908e-05,3.7077822641943173e-06,3.7077822641943173e-06,0.0022691627456869223,7.044786301969203e-05,2.2246693585165904e-05,7.415564528388635e-06,7.415564528388635e-05,1.483112905677727e-05,7.786342754808066e-05,2.2246693585165904e-05,7.415564528388635e-06,2.5954475849360223e-05,7.415564528388635e-06,0.0,1.853891132097159e-05,0.00014089572603938406,4.449338717033181e-05,1.483112905677727e-05,3.7077822641943173e-06,1.1123346792582952e-05,0.0,0.0,0.0033110495619255256,0.0,1.483112905677727e-05,7.415564528388635e-06,3.7077822641943173e-06,0.0,4.8201169434526124e-05,2.2246693585165904e-05,3.7077822641943173e-06,7.415564528388635e-06,0.00035594709736265446,2.966225811355454e-05,3.7077822641943173e-06,2.2246693585165904e-05,0.00011123346792582952,1.483112905677727e-05,1.853891132097159e-05,7.044786301969203e-05,0.0006488618962340056,0.00020763580679488178
9,7.044786301969203e-05,0.00014089572603938406,1.1123346792582952e-05,0.0002298825003800477,4.078560490613749e-05,6.674008075549771e-05,7.044786301969203e-05,1.853891132097159e-05,1.483112905677727e-05,0.00014089572603938406,0.0,7.415564528388635e-06,3.7077822641943173e-06,7.415564528388635e-06,5.932451622710908e-05,7.415564528388635e-05,7.415564528388635e-06,2.966225811355454e-05,0.0005598751218933419,3.7077822641943173e-06,2.966225811355454e-05,3.7077822641943173e-06,1.483112905677727e-05,7.415564528388635e-05,3.707782264194318e-05,1.853891132097159e-05,0.00010011012113324657,7.415564528388635e-06,7.415564528388635e-06,1.1123346792582952e-05,6.30322984913034e-05,0.0003188692747207113,9.269455660485794e-05,1.483112905677727e-05,0.0,3.7077822641943173e-06,1.1123346792582952e-05,2.2246693585165904e-05,0.0,1.483112905677727e-05,0.00012977237924680112,1.483112905677727e-05,3.7077822641943173e-06,7.044786301969203e-05,1.853891132097159e-05,1.853891132097159e-05,9.640233886905225e-05,1.483112905677727e-05,7.415564528388635e-06,3.7077822641943173e-06,0.0,0.000619199638120451,1.853891132097159e-05,7.415564528388635e-06,7.415564528388635e-06,2.5954475849360223e-05,0.0,1.853891132097159e-05,7.415564528388635e-05,2.2246693585165904e-05,4.078560490613749e-05,4.078560490613749e-05,3.7077822641943173e-06,3.7077822641943173e-06,0.0001742657664171329,0.0004708883475526783,3.7077822641943173e-06,0.0,0.0,2.2246693585165904e-05,8.898677434066362e-05
