,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.0010032799536947713,0.002855489098977426,0.0037815936716187534,0.005363688983214355,0.0038973567431989193,0.0022380860505498744,0.0026239629558170944,0.0006945784294809955,0.001543507621068879,0.0023152614316033185,0.0022766737410765967,0.002045147597916265,0.0021609106694964308,0.0014663322400154351,0.0017750337642292108,0.0010418676442214933,0.001967972216862821,0.0006559907389542736,0.0036272429095118657,0.0021994983600231526,0.0010032799536947713,0.001659270692649045,0.0012733937873818252,0.003588655218985144,0.003048427551611036,0.001504919930542157,0.001389156858961991,0.0012348060968551031,0.0004630522863206637,0.0011576307158016593,0.0010418676442214933,0.00027011383368705385,0.0008489291915878835,0.00023152614316033186,0.0,0.001504919930542157,0.0008489291915878835,0.00023152614316033186,0.0006174030484275516,0.0003087015242137758,0.00023152614316033186
1,7.717538105344394e-05,0.00019293845263360988,0.00027011383368705385,0.0037430059810920316,0.00027011383368705385,3.858769052672197e-05,0.0052093382211074665,0.00027011383368705385,3.858769052672197e-05,0.0008875168821146054,0.0001543507621068879,0.0004630522863206637,0.0009646922631680494,0.0008103415010611615,0.0018522091452826549,0.00034728921474049776,0.0009261045726413274,3.858769052672197e-05,0.00042446459579394174,0.0011576307158016593,0.0,0.0023924368126567626,0.0001543507621068879,3.858769052672197e-05,7.717538105344394e-05,0.00011576307158016593,0.00027011383368705385,7.717538105344394e-05,0.0,0.0004630522863206637,0.00034728921474049776,0.0,0.0,0.00023152614316033186,0.0,0.0004630522863206637,0.0010804553347482154,0.00027011383368705385,0.0,0.0001543507621068879,0.0
2,0.006019679722168628,7.717538105344394e-05,0.0001543507621068879,7.717538105344394e-05,0.0005788153579008296,0.0001543507621068879,0.0,0.0,0.0,0.0,3.858769052672197e-05,0.0,0.0,3.858769052672197e-05,0.00011576307158016593,0.0,0.0,0.0,0.0006174030484275516,0.0,0.00011576307158016593,0.0,0.0,0.0,0.0009261045726413274,0.0,3.858769052672197e-05,0.0,0.0,0.0,0.0,0.0,0.0001543507621068879,0.0,0.0,0.0,3.858769052672197e-05,0.0,0.0,0.0,0.0
3,0.0006945784294809955,0.0012733937873818252,0.001427744549488713,0.0001543507621068879,0.001504919930542157,7.717538105344394e-05,3.858769052672197e-05,0.0004630522863206637,0.0,0.0004630522863206637,0.0005016399768473857,3.858769052672197e-05,0.00027011383368705385,0.00011576307158016593,0.00019293845263360988,0.0005016399768473857,0.0,0.0005788153579008296,0.0005788153579008296,0.0009646922631680494,0.0003087015242137758,7.717538105344394e-05,0.0007717538105344395,7.717538105344394e-05,0.0007331661200077176,0.0005402276673741077,0.00023152614316033186,0.0012348060968551031,0.00011576307158016593,0.0004630522863206637,7.717538105344394e-05,0.0,0.0,0.00011576307158016593,0.0,0.0009261045726413274,0.00038587690526721975,0.00011576307158016593,0.0009261045726413274,0.0,0.0001543507621068879
4,0.0001543507621068879,0.0010804553347482154,0.0008875168821146054,0.00011576307158016593,0.0005016399768473857,0.00038587690526721975,0.010920316419062319,0.0012733937873818252,0.0007717538105344395,0.0013505691684352692,0.00011576307158016593,0.0004630522863206637,0.0008103415010611615,0.0005788153579008296,0.0020065599073895426,0.0008103415010611615,0.0,0.0005016399768473857,0.0,0.0019293845263360988,0.00019293845263360988,0.00312560293266448,0.0021609106694964308,0.001582095311595601,0.0005016399768473857,0.0006945784294809955,0.00023152614316033186,0.0004630522863206637,0.00042446459579394174,0.0009646922631680494,0.0005402276673741077,0.0,0.0004630522863206637,0.001582095311595601,0.0006559907389542736,0.00038587690526721975,0.0007331661200077176,0.001389156858961991,0.0,0.0013119814779085472,3.858769052672197e-05
5,7.717538105344394e-05,0.0006174030484275516,0.0005788153579008296,0.0,0.00011576307158016593,0.00011576307158016593,0.0,0.0001543507621068879,0.00019293845263360988,0.0,0.00011576307158016593,7.717538105344394e-05,0.00011576307158016593,0.0,0.00011576307158016593,0.00011576307158016593,0.0,7.717538105344394e-05,3.858769052672197e-05,7.717538105344394e-05,0.00011576307158016593,0.00038587690526721975,0.0003087015242137758,0.0004630522863206637,0.0,0.00042446459579394174,0.001659270692649045,0.00027011383368705385,0.0,7.717538105344394e-05,0.0,0.0,7.717538105344394e-05,0.0004630522863206637,0.0,3.858769052672197e-05,0.00019293845263360988,0.0,0.0,0.0001543507621068879,0.0
6,0.00034728921474049776,0.0001543507621068879,0.0006174030484275516,0.0,0.0009646922631680494,0.00019293845263360988,3.858769052672197e-05,0.00027011383368705385,3.858769052672197e-05,7.717538105344394e-05,3.858769052672197e-05,7.717538105344394e-05,0.0001543507621068879,0.0001543507621068879,3.858769052672197e-05,3.858769052672197e-05,0.0,0.0001543507621068879,0.0013505691684352692,0.0003087015242137758,0.00019293845263360988,3.858769052672197e-05,3.858769052672197e-05,0.0001543507621068879,0.007100135056916843,0.0001543507621068879,3.858769052672197e-05,0.00042446459579394174,0.0,7.717538105344394e-05,0.00011576307158016593,0.0,7.717538105344394e-05,0.0,0.0,7.717538105344394e-05,7.717538105344394e-05,3.858769052672197e-05,0.0009261045726413274,3.858769052672197e-05,3.858769052672197e-05
7,0.0005402276673741077,0.00023152614316033186,0.0005402276673741077,7.717538105344394e-05,0.00019293845263360988,0.00034728921474049776,0.0006174030484275516,0.0,0.0005402276673741077,0.0003087015242137758,0.00034728921474049776,0.0,0.0018136214547559329,0.00034728921474049776,0.00019293845263360988,0.0,0.0,0.0,7.717538105344394e-05,0.0004630522863206637,7.717538105344394e-05,0.0,0.0001543507621068879,0.0003087015242137758,0.00011576307158016593,7.717538105344394e-05,0.00019293845263360988,0.0,0.0008103415010611615,0.00027011383368705385,0.00019293845263360988,0.00023152614316033186,0.0001543507621068879,0.0005016399768473857,0.0,3.858769052672197e-05,0.0,0.00034728921474049776,0.0003087015242137758,3.858769052672197e-05,0.00034728921474049776
8,3.858769052672197e-05,0.00011576307158016593,0.00011576307158016593,3.858769052672197e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.858769052672197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001543507621068879,3.858769052672197e-05,7.717538105344394e-05,0.0003087015242137758,0.0,3.858769052672197e-05,3.858769052672197e-05,0.0,7.717538105344394e-05,0.0,0.00019293845263360988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011576307158016593,0.0,0.016978583831757668,3.858769052672197e-05,3.858769052672197e-05
9,0.00042446459579394174,0.0011962184063283813,0.0006945784294809955,0.00034728921474049776,0.0006174030484275516,0.0003087015242137758,0.0,0.0,0.0006174030484275516,3.858769052672197e-05,7.717538105344394e-05,0.0007717538105344395,0.0001543507621068879,0.00038587690526721975,0.00019293845263360988,3.858769052672197e-05,0.0,0.00011576307158016593,0.0020837352884429867,0.00027011383368705385,0.0001543507621068879,0.0,0.0009261045726413274,0.0007717538105344395,0.0005016399768473857,0.00023152614316033186,0.00023152614316033186,0.00023152614316033186,0.00038587690526721975,0.0006559907389542736,0.00034728921474049776,0.0,0.0008489291915878835,0.00027011383368705385,0.0,0.0010418676442214933,0.0007331661200077176,0.0001543507621068879,0.0,3.858769052672197e-05,3.858769052672197e-05
