,0
0,0.05433146826162454
1,0.009145282654833109
2,0.0005402276673741077
3,0.0001543507621068879
4,0.006289793555855682
5,0.00042446459579394174
6,0.0038587690526721975
7,0.001504919930542157
8,0.0009646922631680494
9,0.014431796256994018
10,0.0025853752652903726
11,0.0024310245031834844
12,0.0014663322400154351
13,0.00042446459579394174
14,0.00821917808219178
15,0.003009839861084314
16,0.07956781786610072
17,0.00038587690526721975
18,0.0006559907389542736
19,0.0034343044568782557
20,0.00038587690526721975
21,0.0004630522863206637
22,0.0013505691684352692
23,0.00019293845263360988
24,0.00023152614316033186
25,0.00027011383368705385
26,0.0028169014084507044
27,0.0007717538105344395
28,0.001736446073702489
29,0.0024310245031834844
30,0.0003087015242137758
31,0.0004630522863206637
32,0.007331661200077175
33,0.0004630522863206637
34,0.00034728921474049776
35,0.003935944433725642
36,0.0001543507621068879
37,0.00034728921474049776
38,0.0005402276673741077
39,0.0037815936716187534
40,0.002662550646343816
41,0.0008489291915878835
42,0.0001543507621068879
43,0.00023152614316033186
44,0.0001543507621068879
45,0.001967972216862821
46,0.0009261045726413274
47,0.00019293845263360988
48,0.0013119814779085472
49,0.0003087015242137758
50,0.00019293845263360988
51,0.0001543507621068879
52,0.0003087015242137758
53,0.0001543507621068879
54,0.0026239629558170944
55,0.0018136214547559329
56,0.005633802816901409
57,0.0023538491221300403
58,0.0008103415010611615
59,0.0010804553347482154
60,0.001659270692649045
61,0.005132162840054023
62,0.00038587690526721975
63,0.0018907968358093767
64,0.00019293845263360988
65,0.00027011383368705385
66,0.0004630522863206637
67,0.0021223229789697085
68,0.00038587690526721975
69,0.001543507621068879
70,0.0021609106694964308
71,0.00038587690526721975
72,0.0004630522863206637
73,0.0001543507621068879
74,0.0036272429095118657
75,0.0010032799536947713
76,0.0011576307158016593
77,0.0075245996527107855
78,0.021261817480223807
79,0.002045147597916265
80,0.010573027204321822
81,0.0026239629558170944
82,0.02535211267605634
83,0.00027011383368705385
84,0.0027397260273972603
85,0.0006559907389542736
86,0.003974532124252364
87,0.0008875168821146054
88,0.013582867065406136
89,0.002778313717923982
90,0.0024696121937102062
91,0.0001543507621068879
92,0.0005402276673741077
93,0.0009646922631680494
94,0.00038587690526721975
95,0.0008103415010611615
96,0.0027011383368705385
97,0.0067528458421763455
98,0.005440864364267798
99,0.0008489291915878835
100,0.0020065599073895426
101,0.0009646922631680494
102,0.0007717538105344395
103,0.0003087015242137758
104,0.0003087015242137758
105,0.0023924368126567626
106,0.00023152614316033186
107,0.00023152614316033186
108,0.00027011383368705385
109,0.00019293845263360988
110,0.0019293845263360988
111,0.00019293845263360988
112,0.00331854138529809
113,0.0001543507621068879
114,0.00976268570326066
115,0.0003087015242137758
116,0.0018136214547559329
