Level,topic,doc_ID,p,document
0,9,10,0,27225
0,10,10,0,27225
0,11,10,0,27225
0,12,10,0.07142857142857142,27225
0,13,10,0,27225
0,14,10,0,27225
0,15,10,0,27225
0,16,10,0,27225
0,17,10,0,27225
0,18,10,0,27225
0,19,10,0,27225
0,20,10,0,27225
0,21,10,0,27225
0,22,10,0,27225
0,23,10,0,27225
0,24,10,0,27225
0,25,10,0,27225
0,26,10,0,27225
0,27,10,0.14285714285714285,27225
0,28,10,0,27225
0,29,10,0,27225
0,30,10,0,27225
0,31,10,0,27225
0,32,10,0.07142857142857142,27225
0,33,10,0.07142857142857142,27225
0,34,10,0.07142857142857142,27225
0,35,10,0,27225
0,36,10,0,27225
0,37,10,0,27225
0,38,10,0,27225
0,39,10,0,27225
0,40,10,0,27225
0,41,10,0,27225
0,42,10,0,27225
0,43,10,0,27225
0,44,10,0,27225
0,45,10,0,27225
0,46,10,0,27225
0,47,10,0,27225
0,48,10,0,27225
0,49,10,0,27225
0,50,10,0,27225
0,51,10,0,27225
0,52,10,0,27225
0,53,10,0,27225
0,54,10,0,27225
0,55,10,0,27225
0,1,11,0,27228
0,2,11,0,27228
0,3,11,0,27228
0,4,11,0,27228
0,5,11,0.125,27228
0,6,11,0,27228
0,7,11,0,27228
0,8,11,0,27228
0,9,11,0,27228
0,10,11,0,27228
0,11,11,0,27228
0,12,11,0.125,27228
0,13,11,0,27228
0,14,11,0,27228
0,15,11,0,27228
0,16,11,0,27228
0,17,11,0,27228
0,18,11,0,27228
0,19,11,0,27228
0,20,11,0,27228
0,21,11,0,27228
0,22,11,0,27228
0,23,11,0,27228
0,24,11,0,27228
0,25,11,0,27228
0,26,11,0,27228
0,27,11,0,27228
0,28,11,0,27228
0,29,11,0,27228
0,30,11,0,27228
0,31,11,0,27228
0,32,11,0.125,27228
0,33,11,0,27228
0,34,11,0.125,27228
0,35,11,0,27228
0,36,11,0.125,27228
0,37,11,0.125,27228
0,38,11,0.125,27228
0,39,11,0.125,27228
0,40,11,0,27228
0,41,11,0,27228
0,42,11,0,27228
0,43,11,0,27228
0,44,11,0,27228
0,45,11,0,27228
0,46,11,0,27228
0,47,11,0,27228
0,48,11,0,27228
0,49,11,0,27228
0,50,11,0,27228
0,51,11,0,27228
0,52,11,0,27228
0,53,11,0,27228
0,54,11,0,27228
0,55,11,0,27228
0,1,12,0.25,27260
0,2,12,0,27260
0,3,12,0,27260
0,4,12,0,27260
0,5,12,0,27260
0,6,12,0,27260
0,7,12,0,27260
0,8,12,0,27260
0,9,12,0,27260
0,10,12,0,27260
0,11,12,0,27260
0,12,12,0.125,27260
0,13,12,0,27260
0,14,12,0,27260
0,15,12,0,27260
0,16,12,0,27260
0,17,12,0,27260
0,18,12,0,27260
0,19,12,0,27260
0,20,12,0,27260
0,21,12,0.125,27260
0,22,12,0.125,27260
0,23,12,0,27260
0,24,12,0,27260
0,25,12,0.125,27260
0,26,12,0,27260
0,27,12,0.125,27260
0,28,12,0,27260
0,29,12,0,27260
0,30,12,0,27260
0,31,12,0,27260
0,32,12,0,27260
0,33,12,0,27260
0,34,12,0,27260
0,35,12,0,27260
0,36,12,0,27260
0,37,12,0,27260
0,38,12,0,27260
0,39,12,0,27260
0,40,12,0.125,27260
0,41,12,0,27260
0,42,12,0,27260
0,43,12,0,27260
0,44,12,0,27260
0,45,12,0,27260
0,46,12,0,27260
0,47,12,0,27260
0,48,12,0,27260
0,49,12,0,27260
0,50,12,0,27260
0,51,12,0,27260
0,52,12,0,27260
0,53,12,0,27260
0,54,12,0,27260
0,55,12,0,27260
0,1,13,0.16666666666666666,27274
0,2,13,0,27274
0,3,13,0,27274
0,4,13,0,27274
0,5,13,0,27274
0,6,13,0,27274
0,7,13,0,27274
0,8,13,0,27274
0,9,13,0,27274
0,10,13,0,27274
0,11,13,0,27274
0,12,13,0.16666666666666666,27274
0,13,13,0,27274
0,14,13,0,27274
0,15,13,0,27274
0,16,13,0,27274
0,17,13,0,27274
0,18,13,0.16666666666666666,27274
0,19,13,0,27274
0,20,13,0,27274
0,21,13,0,27274
0,22,13,0,27274
0,23,13,0,27274
0,24,13,0,27274
0,25,13,0,27274
0,26,13,0.16666666666666666,27274
0,27,13,0.16666666666666666,27274
0,28,13,0,27274
0,29,13,0,27274
0,30,13,0,27274
0,31,13,0,27274
0,32,13,0,27274
0,33,13,0,27274
0,34,13,0,27274
0,35,13,0,27274
0,36,13,0,27274
0,37,13,0,27274
0,38,13,0.16666666666666666,27274
0,39,13,0,27274
0,40,13,0,27274
0,41,13,0,27274
0,42,13,0,27274
0,43,13,0,27274
0,44,13,0,27274
0,45,13,0,27274
0,46,13,0,27274
0,47,13,0,27274
0,48,13,0,27274
0,49,13,0,27274
0,50,13,0,27274
0,51,13,0,27274
0,52,13,0,27274
0,53,13,0,27274
0,54,13,0,27274
0,55,13,0,27274
0,1,14,0.08333333333333333,27400
0,2,14,0.08333333333333333,27400
0,3,14,0,27400
0,4,14,0,27400
0,5,14,0.16666666666666666,27400
0,6,14,0,27400
0,7,14,0,27400
0,8,14,0,27400
0,9,14,0,27400
0,10,14,0,27400
0,11,14,0,27400
0,12,14,0.08333333333333333,27400
0,13,14,0.08333333333333333,27400
0,14,14,0.25,27400
0,15,14,0,27400
0,16,14,0,27400
0,17,14,0,27400
0,18,14,0,27400
0,19,14,0,27400
0,20,14,0,27400
0,21,14,0.08333333333333333,27400
0,22,14,0,27400
0,23,14,0,27400
0,24,14,0,27400
0,25,14,0,27400
0,26,14,0,27400
0,27,14,0.08333333333333333,27400
0,28,14,0,27400
0,29,14,0,27400
0,30,14,0,27400
0,31,14,0,27400
0,32,14,0.08333333333333333,27400
0,33,14,0,27400
0,34,14,0,27400
0,35,14,0,27400
0,36,14,0,27400
0,37,14,0,27400
0,38,14,0,27400
0,39,14,0,27400
0,40,14,0,27400
0,41,14,0,27400
0,42,14,0,27400
0,43,14,0,27400
0,44,14,0,27400
0,45,14,0,27400
0,46,14,0,27400
0,47,14,0,27400
0,48,14,0,27400
0,49,14,0,27400
0,50,14,0,27400
0,51,14,0,27400
0,52,14,0,27400
0,53,14,0,27400
0,54,14,0,27400
0,55,14,0,27400
0,1,15,0.05555555555555555,27624
0,2,15,0.16666666666666666,27624
0,3,15,0,27624
0,4,15,0,27624
0,5,15,0.2777777777777778,27624
0,6,15,0,27624
0,7,15,0,27624
0,8,15,0,27624
0,9,15,0,27624
0,10,15,0,27624
0,11,15,0,27624
0,12,15,0.05555555555555555,27624
0,13,15,0.1111111111111111,27624
0,14,15,0,27624
0,15,15,0,27624
0,16,15,0,27624
0,17,15,0,27624
0,18,15,0,27624
0,19,15,0,27624
0,20,15,0,27624
0,21,15,0,27624
0,22,15,0.05555555555555555,27624
0,23,15,0,27624
0,24,15,0,27624
0,25,15,0,27624
0,26,15,0,27624
0,27,15,0,27624
0,28,15,0,27624
0,29,15,0,27624
0,30,15,0,27624
0,31,15,0,27624
0,32,15,0.05555555555555555,27624
0,33,15,0,27624
0,34,15,0.05555555555555555,27624
0,35,15,0.05555555555555555,27624
0,36,15,0,27624
0,37,15,0,27624
0,38,15,0,27624
0,39,15,0,27624
0,40,15,0,27624
0,41,15,0.1111111111111111,27624
0,42,15,0,27624
0,43,15,0,27624
0,44,15,0,27624
0,45,15,0,27624
0,46,15,0,27624
0,47,15,0,27624
0,48,15,0,27624
0,49,15,0,27624
0,50,15,0,27624
0,51,15,0,27624
0,52,15,0,27624
0,53,15,0,27624
0,54,15,0,27624
0,55,15,0,27624
0,1,16,0.09090909090909091,24924
0,2,16,0.09090909090909091,24924
0,3,16,0,24924
0,4,16,0,24924
0,5,16,0.45454545454545453,24924
0,6,16,0,24924
0,7,16,0,24924
0,8,16,0,24924
0,9,16,0,24924
0,10,16,0,24924
0,11,16,0,24924
0,12,16,0.09090909090909091,24924
0,13,16,0,24924
0,14,16,0,24924
0,15,16,0,24924
0,16,16,0,24924
0,17,16,0,24924
0,18,16,0,24924
0,19,16,0,24924
0,20,16,0,24924
0,21,16,0,24924
0,22,16,0,24924
0,23,16,0,24924
0,24,16,0,24924
0,25,16,0.09090909090909091,24924
0,26,16,0,24924
0,27,16,0,24924
0,28,16,0,24924
0,29,16,0,24924
0,30,16,0,24924
0,31,16,0,24924
0,32,16,0.09090909090909091,24924
0,33,16,0,24924
0,34,16,0.09090909090909091,24924
0,35,16,0,24924
0,36,16,0,24924
0,37,16,0,24924
0,38,16,0,24924
0,39,16,0,24924
0,40,16,0,24924
0,41,16,0,24924
0,42,16,0,24924
0,43,16,0,24924
0,44,16,0,24924
0,45,16,0,24924
0,46,16,0,24924
0,47,16,0,24924
0,48,16,0,24924
0,49,16,0,24924
0,50,16,0,24924
0,51,16,0,24924
0,52,16,0,24924
0,53,16,0,24924
0,54,16,0,24924
0,55,16,0,24924
0,1,17,0.09090909090909091,27744
0,2,17,0.18181818181818182,27744
0,3,17,0,27744
0,4,17,0,27744
0,5,17,0.18181818181818182,27744
0,6,17,0,27744
0,7,17,0,27744
0,8,17,0,27744
0,9,17,0,27744
0,10,17,0,27744
0,11,17,0,27744
0,12,17,0.09090909090909091,27744
0,13,17,0,27744
0,14,17,0,27744
0,15,17,0,27744
0,16,17,0,27744
0,17,17,0,27744
0,18,17,0,27744
0,19,17,0,27744
0,20,17,0,27744
0,21,17,0,27744
0,22,17,0,27744
0,23,17,0,27744
0,24,17,0,27744
0,25,17,0,27744
0,26,17,0,27744
0,27,17,0,27744
0,28,17,0,27744
0,29,17,0,27744
0,30,17,0,27744
0,31,17,0,27744
0,32,17,0.09090909090909091,27744
0,33,17,0,27744
0,34,17,0.09090909090909091,27744
0,35,17,0,27744
0,36,17,0,27744
0,37,17,0.09090909090909091,27744
0,38,17,0,27744
0,39,17,0,27744
0,40,17,0,27744
0,41,17,0.18181818181818182,27744
0,42,17,0,27744
0,43,17,0,27744
0,44,17,0,27744
0,45,17,0,27744
0,46,17,0,27744
0,47,17,0,27744
0,48,17,0,27744
0,49,17,0,27744
0,50,17,0,27744
0,51,17,0,27744
0,52,17,0,27744
0,53,17,0,27744
0,54,17,0,27744
0,55,17,0,27744
0,1,18,0.07142857142857142,27436
0,2,18,0,27436
0,3,18,0,27436
0,4,18,0,27436
0,5,18,0.07142857142857142,27436
0,6,18,0,27436
0,7,18,0,27436
0,8,18,0,27436
0,9,18,0,27436
0,10,18,0,27436
0,11,18,0,27436
0,12,18,0.07142857142857142,27436
0,13,18,0,27436
0,14,18,0,27436
0,15,18,0,27436
0,16,18,0,27436
0,17,18,0,27436
0,18,18,0,27436
0,19,18,0,27436
0,20,18,0,27436
0,21,18,0.07142857142857142,27436
0,22,18,0.14285714285714285,27436
0,23,18,0,27436
0,24,18,0,27436
0,25,18,0,27436
0,26,18,0,27436
0,27,18,0,27436
0,28,18,0,27436
0,29,18,0,27436
0,30,18,0,27436
0,31,18,0,27436
0,32,18,0.07142857142857142,27436
0,33,18,0,27436
0,34,18,0.07142857142857142,27436
0,35,18,0,27436
0,36,18,0.14285714285714285,27436
0,37,18,0.07142857142857142,27436
0,38,18,0,27436
0,39,18,0.07142857142857142,27436
0,40,18,0.07142857142857142,27436
0,41,18,0.07142857142857142,27436
0,42,18,0,27436
0,43,18,0,27436
0,44,18,0,27436
0,45,18,0,27436
0,46,18,0,27436
0,47,18,0,27436
0,48,18,0,27436
0,49,18,0,27436
0,50,18,0,27436
0,51,18,0,27436
0,52,18,0,27436
0,53,18,0,27436
0,54,18,0,27436
0,55,18,0,27436
0,1,19,0.07142857142857142,27971
0,2,19,0.14285714285714285,27971
0,3,19,0,27971
0,4,19,0,27971
0,5,19,0.35714285714285715,27971
0,6,19,0,27971
0,7,19,0,27971
0,8,19,0,27971
0,9,19,0,27971
0,10,19,0,27971
0,11,19,0,27971
0,12,19,0.07142857142857142,27971
0,13,19,0,27971
0,14,19,0,27971
0,15,19,0,27971
0,16,19,0,27971
0,17,19,0,27971
0,18,19,0,27971
0,19,19,0,27971
0,20,19,0,27971
0,21,19,0,27971
0,22,19,0,27971
0,23,19,0,27971
0,24,19,0,27971
0,25,19,0,27971
0,26,19,0,27971
0,27,19,0,27971
0,28,19,0,27971
0,29,19,0,27971
0,30,19,0,27971
0,31,19,0,27971
0,32,19,0.07142857142857142,27971
0,33,19,0,27971
0,34,19,0.07142857142857142,27971
0,35,19,0,27971
0,36,19,0,27971
0,37,19,0,27971
0,38,19,0,27971
0,39,19,0,27971
0,40,19,0,27971
0,41,19,0.21428571428571427,27971
0,42,19,0,27971
0,43,19,0,27971
0,44,19,0,27971
0,45,19,0,27971
0,46,19,0,27971
0,47,19,0,27971
0,48,19,0,27971
0,49,19,0,27971
0,50,19,0,27971
0,51,19,0,27971
0,52,19,0,27971
0,53,19,0,27971
0,54,19,0,27971
0,55,19,0,27971
0,1,20,0.07692307692307693,28010
0,2,20,0.15384615384615385,28010
0,3,20,0,28010
0,4,20,0,28010
0,5,20,0.23076923076923078,28010
0,6,20,0,28010
0,7,20,0,28010
0,8,20,0.07692307692307693,28010
0,9,20,0,28010
0,10,20,0,28010
0,11,20,0,28010
0,12,20,0.07692307692307693,28010
0,13,20,0,28010
0,14,20,0,28010
0,15,20,0,28010
0,16,20,0,28010
0,17,20,0,28010
0,18,20,0,28010
0,19,20,0,28010
0,20,20,0,28010
0,21,20,0,28010
0,22,20,0,28010
0,23,20,0,28010
0,24,20,0,28010
0,25,20,0,28010
0,26,20,0,28010
0,27,20,0,28010
0,28,20,0,28010
0,29,20,0,28010
0,30,20,0,28010
0,31,20,0,28010
0,32,20,0.07692307692307693,28010
0,33,20,0,28010
0,34,20,0.07692307692307693,28010
0,35,20,0.23076923076923078,28010
0,36,20,0,28010
0,37,20,0,28010
0,38,20,0,28010
0,39,20,0,28010
0,40,20,0,28010
0,41,20,0,28010
0,42,20,0,28010
0,43,20,0,28010
0,44,20,0,28010
0,45,20,0,28010
0,46,20,0,28010
0,47,20,0,28010
0,48,20,0,28010
0,49,20,0,28010
0,50,20,0,28010
0,51,20,0,28010
0,52,20,0,28010
0,53,20,0,28010
0,54,20,0,28010
0,55,20,0,28010
0,1,21,0.09090909090909091,28012
0,2,21,0.18181818181818182,28012
0,3,21,0,28012
0,4,21,0,28012
0,5,21,0.36363636363636365,28012
0,6,21,0,28012
0,7,21,0,28012
0,8,21,0,28012
0,9,21,0,28012
0,10,21,0,28012
0,11,21,0,28012
0,12,21,0.09090909090909091,28012
0,13,21,0,28012
0,14,21,0,28012
0,15,21,0,28012
0,16,21,0,28012
0,17,21,0,28012
0,18,21,0,28012
0,19,21,0,28012
0,20,21,0,28012
0,21,21,0,28012
0,22,21,0,28012
0,23,21,0,28012
0,24,21,0,28012
0,25,21,0,28012
0,26,21,0,28012
0,27,21,0,28012
0,28,21,0,28012
0,29,21,0,28012
0,30,21,0,28012
0,31,21,0,28012
0,32,21,0.09090909090909091,28012
0,33,21,0,28012
0,34,21,0.09090909090909091,28012
0,35,21,0,28012
0,36,21,0,28012
0,37,21,0.09090909090909091,28012
0,38,21,0,28012
0,39,21,0,28012
0,40,21,0,28012
0,41,21,0,28012
0,42,21,0,28012
0,43,21,0,28012
0,44,21,0,28012
0,45,21,0,28012
0,46,21,0,28012
0,47,21,0,28012
0,48,21,0,28012
0,49,21,0,28012
0,50,21,0,28012
0,51,21,0,28012
0,52,21,0,28012
0,53,21,0,28012
0,54,21,0,28012
0,55,21,0,28012
0,1,22,0.23076923076923078,28120
0,2,22,0.15384615384615385,28120
0,3,22,0,28120
