Report number,Report date,Trade name,Sponsor,Manufacturer,ARTG number,GMDN term
59907,11/10/2019,Vicks,Felton Grimwade & Bosisto's Pty Ltd,ONBO Electronic (Shenzhen) Co Ltd,278397,"Thermometer, infrared, skin"
