Report_ID,Date,pain_word,pain_topic,type
26081,2012-04-07,FALSE,0.013333333333333334,other_device
27675,2012-02-08,FALSE,0,other_device
27863,2012-07-08,FALSE,0,other_device
27873,2012-10-08,FALSE,0,other_device
28046,2012-08-21,FALSE,0,other_device
26130,2012-08-27,FALSE,0,other_device
26822,2012-08-27,FALSE,0,other_device
26825,2012-08-27,FALSE,0,other_device
25936,2012-08-28,FALSE,0,other_device
28505,2012-11-09,FALSE,0,other_device
27567,2012-09-13,FALSE,0,other_device
27730,2012-09-25,FALSE,0,other_device
28799,2012-03-10,FALSE,0,other_device
28891,2012-12-10,FALSE,0.01639344262295082,other_device
28813,2012-10-30,FALSE,0,other_device
28501,2012-07-11,TRUE,0.03333333333333333,other_device
27690,2012-09-11,FALSE,0.045454545454545456,other_device
29232,2012-11-13,FALSE,0,other_device
29433,2012-11-19,FALSE,0,other_device
28341,2012-11-21,FALSE,0,other_device
29311,2012-11-23,FALSE,0,other_device
29911,2013-09-01,FALSE,0,other_device
29912,2013-09-01,FALSE,0.09090909090909091,other_device
29859,2013-01-16,FALSE,0,other_device
29834,2013-01-18,FALSE,0,other_device
30079,2013-06-02,FALSE,0,other_device
29593,2013-02-25,FALSE,0,other_device
30196,2013-01-03,FALSE,0,other_device
30277,2013-11-03,FALSE,0,other_device
29940,2013-12-03,FALSE,0,other_device
30112,2013-03-15,FALSE,0,other_device
30416,2013-03-20,FALSE,0,other_device
30987,2013-03-21,FALSE,0,other_device
30524,2013-03-28,FALSE,0,other_device
30382,2013-03-28,FALSE,0,other_device
29823,2013-03-28,FALSE,0,other_device
30523,2013-03-29,FALSE,0,other_device
29749,2013-09-04,FALSE,0,other_device
30656,2013-04-17,FALSE,0.031746031746031744,other_device
30867,2013-09-05,FALSE,0.1,other_device
30205,2013-05-14,FALSE,0,other_device
30927,2013-05-17,FALSE,0,other_device
30721,2013-12-06,FALSE,0.009433962264150943,other_device
30649,2013-06-24,FALSE,0,other_device
31349,2013-06-28,FALSE,0,other_device
31478,2013-07-15,FALSE,0,other_device
31492,2013-07-16,FALSE,0,other_device
31525,2013-07-19,FALSE,0,other_device
30696,2013-07-19,FALSE,0,other_device
31575,2013-07-25,FALSE,0,other_device
31332,2013-07-31,FALSE,0,other_device
31640,2013-01-08,FALSE,0,other_device
31658,2013-02-08,FALSE,0,other_device
31800,2013-08-16,FALSE,0.041666666666666664,other_device
28575,2013-08-19,FALSE,0.08333333333333333,other_device
27362,2013-08-27,FALSE,0,other_device
27360,2013-08-27,FALSE,0,other_device
31877,2013-08-29,FALSE,0,other_device
32027,2013-12-09,FALSE,0,other_device
26405,2013-09-30,FALSE,0,other_device
32138,2013-09-30,FALSE,0,other_device
32139,2013-09-30,FALSE,0,other_device
31310,2013-03-10,FALSE,0,other_device
32225,2013-09-10,FALSE,0,other_device
32227,2013-10-10,FALSE,0,other_device
32287,2013-10-10,FALSE,0,other_device
32273,2013-10-10,FALSE,0,other_device
32278,2013-10-10,FALSE,0,other_device
32280,2013-10-10,FALSE,0,other_device
32281,2013-11-10,FALSE,0,other_device
26751,2013-10-14,FALSE,0,other_device
32295,2013-10-15,FALSE,0,other_device
32334,2013-10-18,FALSE,0,other_device
32285,2013-04-11,FALSE,0,other_device
26813,2013-05-11,FALSE,0.012658227848101266,other_device
32274,2013-08-11,FALSE,0,other_device
32593,2013-11-11,FALSE,0,other_device
31053,2013-11-18,FALSE,0,other_device
31601,2013-06-12,FALSE,0,other_device
32405,2013-10-12,FALSE,0,other_device
31523,2013-12-16,FALSE,0.045454545454545456,other_device
33012,2014-09-01,FALSE,0,other_device
33213,2014-01-30,FALSE,0,other_device
33308,2014-07-02,FALSE,0,other_device
33309,2014-07-02,FALSE,0,other_device
33347,2014-02-13,FALSE,0,other_device
33370,2014-02-13,FALSE,0,other_device
32811,2014-02-18,FALSE,0,other_device
33474,2014-02-25,FALSE,0,other_device
33425,2014-11-03,FALSE,0,other_device
33649,2014-03-14,FALSE,0,other_device
33673,2014-03-18,FALSE,0,other_device
33720,2014-03-19,FALSE,0,other_device
33465,2014-07-04,FALSE,0,other_device
33715,2014-11-04,FALSE,0,other_device
34071,2014-04-15,FALSE,0,other_device
33891,2014-04-30,FALSE,0,other_device
30455,2014-02-05,FALSE,0,other_device
33978,2014-05-23,FALSE,0,other_device
34053,2014-05-26,FALSE,0,other_device
29545,2014-05-27,FALSE,0.02127659574468085,other_device
29438,2014-04-06,FALSE,0.03333333333333333,other_device
33936,2014-06-15,FALSE,0,other_device
34491,2014-06-18,FALSE,0,other_device
34448,2014-06-18,FALSE,0,other_device
34740,2014-06-20,FALSE,0,other_device
34541,2014-06-27,FALSE,0,other_device
34573,2014-03-07,FALSE,0,other_device
34280,2014-08-07,FALSE,0,other_device
34381,2014-08-07,FALSE,0.015151515151515152,other_device
31194,2014-07-17,FALSE,0,other_device
34719,2014-07-21,FALSE,0,other_device
32993,2014-07-23,FALSE,0,other_device
34445,2014-07-23,FALSE,0,other_device
34789,2014-07-29,FALSE,0,other_device
34794,2014-07-29,FALSE,0.05555555555555555,other_device
29065,2014-07-30,FALSE,0,other_device
33920,2014-07-31,FALSE,0,other_device
32661,2014-07-31,FALSE,0,other_device
33315,2014-01-08,FALSE,0.05,other_device
33749,2014-01-08,FALSE,0.05555555555555555,other_device
34841,2014-04-08,FALSE,0,other_device
34843,2014-04-08,FALSE,0,other_device
34913,2014-07-08,FALSE,0,other_device
32936,2014-09-08,FALSE,0,other_device
34938,2014-11-08,FALSE,0,other_device
30697,2014-08-15,FALSE,0,other_device
30698,2014-08-15,FALSE,0,other_device
33700,2014-08-29,TRUE,0.044444444444444446,other_device
35162,2014-03-09,FALSE,0,other_device
33834,2014-10-09,FALSE,0,other_device
35261,2014-09-17,FALSE,0,other_device
35325,2014-09-23,TRUE,0.2857142857142857,other_device
34326,2014-10-16,FALSE,0,other_device
30939,2014-10-16,FALSE,0,other_device
35184,2014-10-20,FALSE,0.125,other_device
35557,2014-10-21,FALSE,0,other_device
35619,2014-10-22,FALSE,0,other_device
35196,2014-10-22,FALSE,0,other_device
30611,2014-10-27,FALSE,0,other_device
30699,2014-10-28,FALSE,0,other_device
32082,2014-06-11,FALSE,0,other_device
35765,2014-08-11,FALSE,0,other_device
35209,2014-11-13,FALSE,0,other_device
32189,2014-11-20,FALSE,0,other_device
35956,2014-02-12,FALSE,0,other_device
32922,2014-10-12,FALSE,0,other_device
35816,2014-12-12,FALSE,0.09090909090909091,other_device
36169,2014-12-19,FALSE,0,other_device
35861,2014-12-20,FALSE,0,other_device
35955,2014-12-24,FALSE,0,other_device
32859,2014-12-31,FALSE,0,other_device
36324,2015-01-15,FALSE,0,other_device
36385,2015-02-02,FALSE,0,other_device
36386,2015-02-02,FALSE,0,other_device
36422,2015-03-02,FALSE,0,other_device
36511,2015-02-16,FALSE,0,other_device
31051,2015-02-19,FALSE,0,other_device
35692,2015-02-24,FALSE,0,other_device
36675,2015-04-03,FALSE,0,other_device
36196,2015-10-03,FALSE,0,other_device
29886,2015-03-16,FALSE,0.07692307692307693,other_device
36901,2015-03-26,FALSE,0,other_device
36913,2015-03-27,FALSE,0,other_device
36897,2015-03-30,FALSE,0,other_device
35674,2015-03-30,FALSE,0,other_device
34019,2015-03-31,FALSE,0,other_device
36903,2015-04-17,FALSE,0,other_device
37159,2015-04-24,FALSE,0,other_device
33568,2015-05-05,FALSE,0,other_device
30125,2015-05-20,FALSE,0.04,other_device
37520,2015-05-29,FALSE,0,other_device
37652,2015-12-06,FALSE,0,other_device
37653,2015-06-15,FALSE,0,other_device
37717,2015-06-19,FALSE,0,other_device
37882,2015-03-07,FALSE,0,other_device
37939,2015-10-07,FALSE,0,other_device
35235,2015-07-16,FALSE,0,other_device
38010,2015-07-17,FALSE,0,other_device
38088,2015-07-22,FALSE,0,other_device
38132,2015-07-29,FALSE,0,other_device
35197,2015-06-08,FALSE,0,other_device
31195,2015-07-08,FALSE,0,other_device
38320,2015-08-14,FALSE,0,other_device
38401,2015-08-21,FALSE,0,other_device
38398,2015-08-22,FALSE,0,other_device
37841,2015-08-26,FALSE,0,other_device
35485,2015-08-28,FALSE,0,other_device
38585,2015-11-09,FALSE,0,other_device
37618,2015-11-09,TRUE,0.02857142857142857,other_device
38638,2015-09-18,FALSE,0,other_device
38659,2015-09-22,FALSE,0,other_device
38730,2015-09-30,FALSE,0,other_device
38733,2015-09-30,FALSE,0,other_device
38793,2015-02-10,FALSE,0,other_device
38342,2015-12-10,FALSE,0,other_device
35559,2015-10-14,FALSE,0.016129032258064516,other_device
36489,2015-10-26,FALSE,0,other_device
36400,2015-10-30,FALSE,0,other_device
39041,2015-10-31,FALSE,0,other_device
39436,2015-11-30,FALSE,0,other_device
39744,2015-12-23,FALSE,0,other_device
39740,2015-12-23,FALSE,0,other_device
39858,2016-12-01,FALSE,0,other_device
38333,2016-01-25,FALSE,0.1,other_device
39271,2016-04-02,FALSE,0,other_device
39878,2016-02-22,FALSE,0,other_device
40239,2016-02-25,FALSE,0,other_device
38204,2016-02-29,FALSE,0,other_device
38203,2016-02-29,FALSE,0,other_device
34991,2016-07-03,FALSE,0,other_device
40438,2016-03-14,FALSE,0,other_device
40465,2016-03-16,FALSE,0,other_device
39625,2016-03-17,FALSE,0,other_device
40500,2016-03-18,FALSE,0,other_device
35122,2016-04-13,FALSE,0,other_device
39314,2016-04-18,FALSE,0,other_device
40881,2016-04-21,FALSE,0,other_device
40955,2016-04-27,FALSE,0,other_device
41005,2016-04-28,FALSE,0,other_device
40636,2016-05-05,FALSE,0,other_device
40080,2016-09-05,FALSE,0,other_device
41246,2016-05-18,FALSE,0,other_device
40589,2016-05-20,FALSE,0,other_device
40874,2016-05-21,FALSE,0,other_device
40900,2016-05-21,FALSE,0,other_device
40901,2016-05-21,FALSE,0,other_device
40902,2016-05-21,FALSE,0,other_device
40903,2016-05-21,FALSE,0,other_device
41316,2016-05-25,FALSE,0,other_device
40915,2016-05-26,FALSE,0,other_device
40876,2016-05-28,FALSE,0,other_device
35215,2016-02-06,FALSE,0,other_device
39481,2016-03-06,FALSE,0,other_device
40833,2016-03-06,FALSE,0,other_device
40052,2016-10-06,FALSE,0,other_device
41706,2016-06-22,FALSE,0,other_device
41238,2016-06-24,FALSE,0,other_device
41310,2016-06-27,FALSE,0,other_device
41281,2016-06-27,FALSE,0,other_device
41282,2016-06-27,FALSE,0,other_device
41308,2016-06-27,FALSE,0,other_device
41309,2016-06-27,FALSE,0,other_device
41778,2016-06-28,FALSE,0,other_device
40564,2016-06-29,FALSE,0,other_device
41832,2016-01-07,FALSE,0.1111111111111111,other_device
40971,2016-01-07,FALSE,0,other_device
41383,2016-02-07,FALSE,0,other_device
41407,2016-02-07,FALSE,0,other_device
41408,2016-02-07,FALSE,0,other_device
41462,2016-02-07,FALSE,0,other_device
41488,2016-02-07,FALSE,0,other_device
41830,2016-02-07,FALSE,0,other_device
36166,2016-10-07,FALSE,0,other_device
40753,2016-07-13,FALSE,0,other_device
41969,2016-07-13,FALSE,0,other_device
41975,2016-07-14,FALSE,0,other_device
40254,2016-07-14,FALSE,0,other_device
41732,2016-07-14,FALSE,0,other_device
41941,2016-07-15,FALSE,0,other_device
42010,2016-07-18,FALSE,0,other_device
42039,2016-07-20,FALSE,0,other_device
40875,2016-07-21,FALSE,0,other_device
36344,2016-07-22,FALSE,0,other_device
41773,2016-07-28,FALSE,0,other_device
42168,2016-07-30,FALSE,0,other_device
41064,2016-04-08,FALSE,0,other_device
42267,2016-04-08,FALSE,0,other_device
41963,2016-11-08,FALSE,0,other_device
41324,2016-12-08,FALSE,0,other_device
41958,2016-12-08,FALSE,0,other_device
41974,2016-12-08,FALSE,0,other_device
41988,2016-12-08,FALSE,0,other_device
38769,2016-12-08,FALSE,0,other_device
38772,2016-12-08,FALSE,0,other_device
42400,2016-08-17,FALSE,0,other_device
41828,2016-08-24,FALSE,0,other_device
42098,2016-08-26,FALSE,0,other_device
42121,2016-08-26,FALSE,0,other_device
42122,2016-08-26,FALSE,0,other_device
37607,2016-08-26,FALSE,0,other_device
38332,2016-08-29,FALSE,0,other_device
38889,2016-08-29,FALSE,0,other_device
40146,2016-08-29,FALSE,0,other_device
42574,2016-08-31,FALSE,0,other_device
42579,2016-01-09,FALSE,0,other_device
42580,2016-01-09,FALSE,0,other_device
42728,2016-09-09,FALSE,0,other_device
41643,2016-09-09,FALSE,0,other_device
42328,2016-09-09,FALSE,0,other_device
42778,2016-09-14,FALSE,0,other_device
42329,2016-09-17,FALSE,0,other_device
42352,2016-09-19,FALSE,0,other_device
42495,2016-09-19,FALSE,0,other_device
36349,2016-09-21,FALSE,0,other_device
41829,2016-01-10,FALSE,0,other_device
43009,2016-04-10,FALSE,0,other_device
43076,2016-05-10,FALSE,0,other_device
42744,2016-12-10,FALSE,0,other_device
41337,2016-12-10,FALSE,0,other_device
42753,2016-10-14,FALSE,0,other_device
42754,2016-10-14,FALSE,0,other_device
43221,2016-10-17,FALSE,0,other_device
42819,2016-10-18,FALSE,0,other_device
43228,2016-10-18,FALSE,0,other_device
43229,2016-10-18,FALSE,0,other_device
43248,2016-10-19,FALSE,0,other_device
43364,2016-10-25,FALSE,0,other_device
43337,2016-10-25,FALSE,0,other_device
43338,2016-10-25,FALSE,0,other_device
42820,2016-10-26,FALSE,0,other_device
43362,2016-10-26,FALSE,0,other_device
43361,2016-10-27,FALSE,0,other_device
43406,2016-10-28,FALSE,0,other_device
42863,2016-10-28,FALSE,0,other_device
37434,2016-08-11,FALSE,0,other_device
43514,2016-09-11,FALSE,0,other_device
43547,2016-10-11,FALSE,0,other_device
43548,2016-10-11,FALSE,0,other_device
43592,2016-11-11,FALSE,0,other_device
43593,2016-11-11,FALSE,0,other_device
43594,2016-11-11,FALSE,0,other_device
43309,2016-11-17,FALSE,0,other_device
43773,2016-11-22,FALSE,0,other_device
43754,2016-11-22,FALSE,0,other_device
43259,2016-11-24,FALSE,0.09090909090909091,other_device
43922,2016-02-12,FALSE,0,other_device
43947,2016-05-12,FALSE,0,other_device
42737,2016-09-12,FALSE,0,other_device
43399,2016-09-12,FALSE,0,other_device
44018,2016-10-12,FALSE,0,other_device
44019,2016-10-12,FALSE,0,other_device
44020,2016-10-12,FALSE,0,other_device
44038,2016-12-13,FALSE,0,other_device
44079,2016-12-15,FALSE,0,other_device
44080,2016-12-15,FALSE,0,other_device
44081,2016-12-15,FALSE,0,other_device
44082,2016-12-15,FALSE,0,other_device
43810,2016-12-20,FALSE,0,other_device
43474,2016-12-20,FALSE,0,other_device
43551,2016-12-20,FALSE,0,other_device
43591,2016-12-20,FALSE,0,other_device
44135,2016-12-20,FALSE,0,other_device
44202,2016-12-22,FALSE,0,other_device
44229,2016-12-22,FALSE,0,other_device
44279,2016-12-30,FALSE,0,other_device
43938,2017-05-01,FALSE,0,other_device
44505,2017-01-18,FALSE,0,other_device
44565,2017-01-21,FALSE,0,other_device
44566,2017-01-21,FALSE,0,other_device
44201,2017-03-02,FALSE,0,other_device
44354,2017-08-02,FALSE,0,other_device
44790,2017-10-02,FALSE,0,other_device
44810,2017-11-02,FALSE,0,other_device
44825,2017-02-13,FALSE,0,other_device
42621,2017-02-15,FALSE,0,other_device
43843,2017-02-16,FALSE,0,other_device
43844,2017-02-16,FALSE,0,other_device
44895,2017-02-18,FALSE,0,other_device
44504,2017-02-18,FALSE,0,other_device
44968,2017-02-24,FALSE,0,other_device
44118,2017-02-28,FALSE,0,other_device
44529,2017-03-03,FALSE,0,other_device
